User,Question ID,Question,About gender?,About transgender?,Gender Unclear/Not-Referring,If Gender Unclear,Justify Gender,About sexuality?,Sexuality Unclear/Not-Referring,If Sexuality Unclear,Justify Sexuality,Hate speech?,Is the hate speech targeting?,Phase
104,73,HAHA- Joy Reid steps in shit as she gets busted making libtard triggering anti- gay comments because she doesn 't know how to spell 'feud' https:// www.infowars.com/ busted- joy- reid- misspelling- suggests- she- did- write- homophobic- blog- posts/,,,not-referring,,,homosexual,,,"gay, homophobic",2,2,2
104,89,glad they found that white bitch amber guyer guilty but i am not too sure about the sentencing they might give her fuckin probation or some done shit,women,,,,bitch,,not-referring,,,1,3,2
104,105,i dont even want her on the same planet as dr ben carson she symbolizes everything he is not a low life ghetto queen,women,,,,queen,,unclear,,,1,3,2
104,153,"This magazine cover reads like a parody issue. 'Is Success An Illness?', 'The Other Lover: Why I Vetted My Wife 's Affair' and, of course, the body positivity model... In 10 or 15 years when she starts having health issues, she 'll expect someone else to pay for her bad choices.",,,not-referring,,,,not-referring,,,2,2,2
104,170,i just overheard my girlfriend telling her sister that she taking her retarded boyfriend to the pub tonight i can not believe she cheating on me,,,not-referring,,,,not-referring,,,1,2,2
104,187,nah hillary loves muzzies the same way she loves rapists those are her peeps,,,not-referring,,,,not-referring,,,1,2,2
104,222,,,,not-referring,,,,unclear,,,1,1,2
104,241,"makes sense, I 'm glad you added that if i said black pride it would be equally as racist because that means your point is valid, honestly a 10/ 10 reply. upvoted.",,,not-referring,,,,not-referring,,,2,2,2
104,41,,,,not-referring,,,,not-referring,,,3,2,2
104,58,fucking ulgly ass bitch ass stinky ass bitch ass nigger slave nigger teacher faggot peace of shit suck a dick,women,,,,bitch,homosexual,,,faggot,1,1,2
104,74,"I don 't think I am being gullible ,Jews made up less than half of the holocaust 's victims .Gypsies and Russians made a considerable portion of the rest .Not to mention homosexuals and the mentally ill .If it is an international racist insult it falls flat .",,,not-referring,,,,not-referring,,,2,2,2
104,106,i can find a nigger to shit on her bellybutton if she will hold her tits out of the way,women,,,,"her, she",,not-referring,,,1,1,2
100,246,@jaishree083 hindi is not a subject at all 1st n doesn 't have gender at all #stophindiimposition,,,not-referring,,,,not-referring,,,2,2,1
100,47,great two niggers one who shaves his hair line one that does not shave her hairline but does shave her facial hair that which makes the difference between a nigger and a monkey,,,not-referring,,,,not-referring,,,1,2,1
100,127,oprah is a stupid nigger that only got into the entertainment business because she fucked a kike with jungle fever,,,not-referring,,,,not-referring,,,2,2,1
100,143,megyn is a shame to usa she is typical msm vlad shamed her right back good nasty lil bitch ho,,,unclear,"the msm acronym stands for ""men who have sex with men"", but, Megyn is a she.",,,unclear,"the msm acronym stands for ""men who have sex with men"", but, Megyn is a she.",,1,3,1
100,194,,,,not-referring,,,,unclear,The gender of the author of the post is not revealed.,,1,1,1
100,210,idc how much me tayy argue can not no nigga or bitch talk to my sister like dat or even ever disrespect her,,,not-referring,,,,not-referring,,,2,2,1
100,96,"@2020mncongress @ilhanmn @realdonaldtrump @ilhan is so shallow, low iq, you will rip her like rag doll! she has no ability to think on her feet, take her outside the norm and she 'll beg to go back to somalia!",,,not-referring,,,,not-referring,,,2,2,1
100,144,"assuming you don 't mean literally invisible, which context are you thinking of? older men no doubt get less attention in bars and clubs, but this is by no means just a gay thing. this happens to everybody. it 's life 's way of gently suggesting to you that maybe you 're too old to be going to those bars and clubs.",,,not-referring,,,homosexual,,,gay,2,2,1
100,178,russia is playing with usa wet pussy... usa just need to open her legs and let the big weapon fill in... stupid bitch..,,,not-referring,,,,not-referring,,,2,2,1
100,231,the worst of the worst transgender fag nigger now if it was also a kike we hit the trifecta,other,,,,transgender,homosexual,,,fag,1,1,1
100,15,"Yeah, also I think a lot of the surveillance and bi- tech themes they portrayed are pretty spot on. I agree with you, it 's not really hard to imagine a real life NSF uprising happening under Hillary.",,,not-referring,,,,not-referring,,,2,2,1
100,49,I thought MY beak was huge!! She got that face from sticking her nose in everyone else 's business!,,,not-referring,,,,not-referring,,,2,2,1
100,81,tryin to be white had her nigger hair straightened if i were black these wanna bes would be the last i would trust,,,not-referring,,,,not-referring,,,2,2,1
100,145,"The gay movement has been hijacked by the worst of scum. Most are leaving it, and all that 's left behind are fat man hating lezbos, and their white knights.",,,not-referring,,,homosexual,,,"gay, lezbos",1,1,1
100,179,how a pussy ass lame ass dirty ass fuck nigga kill a real ass nigga dawg,,,not-referring,,,,not-referring,,,2,2,1
100,246,@jaishree083 hindi is not a subject at all 1st n doesn 't have gender at all #stophindiimposition,,,not-referring,,,,not-referring,,,2,2,2
100,47,great two niggers one who shaves his hair line one that does not shave her hairline but does shave her facial hair that which makes the difference between a nigger and a monkey,,,not-referring,,,,not-referring,,,1,3,2
100,127,oprah is a stupid nigger that only got into the entertainment business because she fucked a kike with jungle fever,,,not-referring,,,,not-referring,,,1,2,2
100,143,megyn is a shame to usa she is typical msm vlad shamed her right back good nasty lil bitch ho,,,not-referring,,,homosexual,,,msm,1,1,2
100,194,,,,not-referring,,,,not-referring,,,2,2,2
100,210,idc how much me tayy argue can not no nigga or bitch talk to my sister like dat or even ever disrespect her,,,not-referring,,,,not-referring,,,1,3,2
100,96,"@2020mncongress @ilhanmn @realdonaldtrump @ilhan is so shallow, low iq, you will rip her like rag doll! she has no ability to think on her feet, take her outside the norm and she 'll beg to go back to somalia!",,,not-referring,,,,not-referring,,,1,2,2
100,144,"assuming you don 't mean literally invisible, which context are you thinking of? older men no doubt get less attention in bars and clubs, but this is by no means just a gay thing. this happens to everybody. it 's life 's way of gently suggesting to you that maybe you 're too old to be going to those bars and clubs.",,,not-referring,,,,not-referring,,,2,2,2
100,178,russia is playing with usa wet pussy... usa just need to open her legs and let the big weapon fill in... stupid bitch..,,,not-referring,,,,not-referring,,,3,2,2
100,231,the worst of the worst transgender fag nigger now if it was also a kike we hit the trifecta,,,not-referring,,,homosexual,,,"transgender, fag",1,1,2
100,15,"Yeah, also I think a lot of the surveillance and bi- tech themes they portrayed are pretty spot on. I agree with you, it 's not really hard to imagine a real life NSF uprising happening under Hillary.",,,not-referring,,,,not-referring,,,2,2,2
100,49,I thought MY beak was huge!! She got that face from sticking her nose in everyone else 's business!,,,not-referring,,,,not-referring,,,1,2,2
100,81,tryin to be white had her nigger hair straightened if i were black these wanna bes would be the last i would trust,,,not-referring,,,,not-referring,,,1,2,2
100,145,"The gay movement has been hijacked by the worst of scum. Most are leaving it, and all that 's left behind are fat man hating lezbos, and their white knights.",,,not-referring,,,homosexual,,,"gay, lezbos",1,1,2
100,179,how a pussy ass lame ass dirty ass fuck nigga kill a real ass nigga dawg,,,not-referring,,,homosexual,,,pussy ass,1,1,2
61,22,"@candida navedo you are a closet racist, deal with it.",men,,,,"a, closet, racist.",,unclear,Because a Racist Cannot Necessarily Be Sexual or Gender.,,1,3,1
61,191,"#porno #nsfw #nudes asian bitch dia, beautiful in her lingerie, sucks some random dude 's cock and swallows his cum after getting a proper cum facial. Url",women,,,,"asian, bitch, beautiful, Sucks,",heterosexual,,,"bitch, sucks some dude 's cock",1,1,1
61,131,my sister is very religious and waited until marriage. she just celebrated her 5 year anniversary. she knew when i lost my virginity at 16 and never judged me. i had a baby that was fatherless last year and she is a proud aunt. she also attended her lesbian friend from high schools wedding last year. i wish more religious people were like that,"women, non-binary",,,,"sister, i had a baby, lesbian, my virginity",heterosexual,,,virginity,2,1,1
61,237,"yeah the bible says gay sex is a sin... but also list -divorce -adultery -masturbation -sodomy (oral and anal) even with a woman -having children out of wedlock as being just as bad, but religious types never mention that.","men, women, non-binary",,,,"gay sex, adultery, masturbation, sodomy, oral and anal, woman, religious",homosexual,,,gay sex,1,1,1
61,184,@444_anne @realdonaldtrump what 's your god have to do with that pussy groper? not a rhetorical question. your god is the pussy groping god? url,women,,,,pussy,heterosexual,,,pussy groper,1,1,1
61,107,id throw a bible at chenpa but she 'd probably shove it up her ass,women,,,,"she, ass",,unclear,Ass. It can be both sexes. She Doesn't Know What Kind of Sex It Is.,,1,3,1
61,152,that moment when my wife wants to seduce my best friend she just have to adjust her saree by exposing her assets url,women,,,,"my wife, Seduce",heterosexual,,,"seduce, friend",1,1,1
61,218,hey icecube sometimes you sound like a ghetto nigger parasite whiny bitch fuck you nigger suck it bitch,"men, women",,,,"nigger parasite, Bitch, Suck",heterosexual,,,Suck,2,2,1
61,181,"This super low IQ pussy, is just trying to revive his shit stained, failed career, such as it was, so he can pay for more failed plastic surgery. http:// nosejobsurgerybeforeafter.com/ mickey- rourke- plastic- surgery/",non-binary,,,,Pussy,homosexual,,,pussy,1,1,1
61,154,when shariza appeasing may is sucking moslem cock does her husband brit fam,women,,,,"shariza, sucking, cock",heterosexual,,,"Sucking, Cock",1,1,1
61,101,Fuck ing she should lose her life more she dead the better we can live but she not just the only one the rest of her gang should all so die to,women,,,,"she, more she dead",,not-referring,,,1,2,1
61,36,"the rag on omar 's hesd is offensive to me. i have to adhere to dress codes depending where i go! her rag, a symbol of her evil religion should be worn in her mosque",men,,,,omar,,not-referring,,,1,3,1
61,129,aoc with her bullshit story what an embarrassment of a latina,women,,,,latina,,not-referring,,,1,1,1
61,162,what with this racist coon nurse? a murderess hang her,women,,,,"nurse, murderess",,not-referring,,,1,2,1
61,56,will the cowardly little nazi faggot that downvoted u.s. marines kindly identify yourself so we can all mock you thank you,men,,,,faggot,homosexual,,,faggot,1,1,1
61,22,"@candida navedo you are a closet racist, deal with it.",men,,,,a racist,,not-referring,,,1,1,2
61,191,"#porno #nsfw #nudes asian bitch dia, beautiful in her lingerie, sucks some random dude 's cock and swallows his cum after getting a proper cum facial. Url","men, women",,,,asian - bitch - dude - beautiful,heterosexual,,,sucks - cock - lingerie - cum,1,1,2
61,131,my sister is very religious and waited until marriage. she just celebrated her 5 year anniversary. she knew when i lost my virginity at 16 and never judged me. i had a baby that was fatherless last year and she is a proud aunt. she also attended her lesbian friend from high schools wedding last year. i wish more religious people were like that,"men, women, other",,,,virginity - lesbian - sister -  fatherless,"heterosexual, homosexual",,,lesbian - sister,1,1,2
61,237,"yeah the bible says gay sex is a sin... but also list -divorce -adultery -masturbation -sodomy (oral and anal) even with a woman -having children out of wedlock as being just as bad, but religious types never mention that.","women, other",,,,gay - woman -,"heterosexual, homosexual",,,gay -  masturbation - anal - oral - sodomy,1,1,2
61,184,@444_anne @realdonaldtrump what 's your god have to do with that pussy groper? not a rhetorical question. your god is the pussy groping god? url,"men, women",,,,god,heterosexual,,,groper - pussy - groping,1,3,2
61,107,id throw a bible at chenpa but she 'd probably shove it up her ass,women,,,,she,heterosexual,,,shove - ass,1,1,2
61,152,that moment when my wife wants to seduce my best friend she just have to adjust her saree by exposing her assets url,"men, women, other",,,,my - wife - she - friend,,unclear,It Does Not Mention Lesbianism But It Does Mention Something About Woman to Woman.,,3,1,2
61,218,hey icecube sometimes you sound like a ghetto nigger parasite whiny bitch fuck you nigger suck it bitch,"men, other",,,,bitch - parasite,other,,,suck - fuck,1,1,2
61,181,"This super low IQ pussy, is just trying to revive his shit stained, failed career, such as it was, so he can pay for more failed plastic surgery. http:// nosejobsurgerybeforeafter.com/ mickey- rourke- plastic- surgery/","men, other",,,,pussy - his,homosexual,,,pussy,1,1,2
61,154,when shariza appeasing may is sucking moslem cock does her husband brit fam,"men, women",,,,her - husband,heterosexual,,,sucking - cock,1,1,2
61,101,Fuck ing she should lose her life more she dead the better we can live but she not just the only one the rest of her gang should all so die to,women,,,,she,,not-referring,,,1,3,2
61,36,"the rag on omar 's hesd is offensive to me. i have to adhere to dress codes depending where i go! her rag, a symbol of her evil religion should be worn in her mosque",women,,,,HER,,not-referring,,,3,3,2
61,129,aoc with her bullshit story what an embarrassment of a latina,women,,,,Latina,,not-referring,,,1,2,2
61,162,what with this racist coon nurse? a murderess hang her,women,,,,murderess - coon - nurse - her,heterosexual,,,her,1,1,2
61,56,will the cowardly little nazi faggot that downvoted u.s. marines kindly identify yourself so we can all mock you thank you,"men, other",,,,faggot,homosexual,,,faggot,1,1,2
101,40,like a dike bitch niggas can ‚t fuck wit me,women,,,,bitch,,unclear,dike might be a misspelling of dyke?,,1,3,1
101,73,HAHA- Joy Reid steps in shit as she gets busted making libtard triggering anti- gay comments because she doesn 't know how to spell 'feud' https:// www.infowars.com/ busted- joy- reid- misspelling- suggests- she- did- write- homophobic- blog- posts/,,,not-referring,,,homosexual,,,anti-gay,3,3,1
101,89,glad they found that white bitch amber guyer guilty but i am not too sure about the sentencing they might give her fuckin probation or some done shit,women,,,,bitcg,,not-referring,,,1,1,1
101,170,i just overheard my girlfriend telling her sister that she taking her retarded boyfriend to the pub tonight i can not believe she cheating on me,women,,,,"girlfriend, sister",,not-referring,,,1,2,1
101,241,"makes sense, I 'm glad you added that if i said black pride it would be equally as racist because that means your point is valid, honestly a 10/ 10 reply. upvoted.",,,not-referring,,,,not-referring,,,2,2,1
101,41,,,,not-referring,,,,not-referring,,,1,2,1
101,58,fucking ulgly ass bitch ass stinky ass bitch ass nigger slave nigger teacher faggot peace of shit suck a dick,women,,,,bitch,,not-referring,,,1,1,1
101,138,@steinbacherika the new and the old defense minister of germany hand in hand. @searchforbreezy @sheila45005286 @tinawil59714869 #lgbtq #climatechange,,,not-referring,,,,unclear,It has the hashtag #lgtbq but it doesn't have nothing to do with the previous information,,2,2,1
101,155,"shorty speaking facts yall mfs just ignorant asl sex is ment for marriage, for your life long partner, condoms probably been around for 100 years or a lil more that shit not natural",women,,,,shorty,,not-referring,,,2,2,1
101,189,suck my balls u rapist,,,not-referring,,,,not-referring,,,1,2,1
101,44,questioning my masculinity will not get you nowhere niggers,men,,,,masculinity,,unclear,Questioning someone's masculinity is usually related to queer issues.,,3,2,1
101,108,"saw a rss bloke asking sadhvi to keep her mouth shut! had she broken down &opened her mouth under karkare 's third degree torture and parroted the fake narrative of sangh terror, the entire org would have gone six feet below. without a trace.",,,not-referring,,,,not-referring,,,2,2,1
